,index,to_address,from_address,value,gas,block_timestamp,time_b/w_trans,type_of_trans,malicious
66,10,0xa090e606e30bd747d4e6245a1517ebe430f0057e,0xd5376cac7471133380a055b9d1f1c612bb68c10d,0.003510245,21000,2022-03-11T21:37:08.000Z,227,1,0
67,9,0xd5376cac7471133380a055b9d1f1c612bb68c10d,0x03cf40b900971561ac6bd997ef1fe939dcbc95e2,0.0042069,22536,2022-03-11T21:42:12.000Z,304,0,0
68,8,0xa090e606e30bd747d4e6245a1517ebe430f0057e,0xd5376cac7471133380a055b9d1f1c612bb68c10d,0.003050245,21000,2022-03-11T21:47:00.000Z,288,1,0
69,7,0xd5376cac7471133380a055b9d1f1c612bb68c10d,0x03cf40b900971561ac6bd997ef1fe939dcbc95e2,0.0042069,22536,2022-03-11T21:48:04.000Z,64,0,0
70,6,0xa090e606e30bd747d4e6245a1517ebe430f0057e,0xd5376cac7471133380a055b9d1f1c612bb68c10d,0.003134379,21000,2022-03-11T21:56:47.000Z,523,1,0
71,5,0xd5376cac7471133380a055b9d1f1c612bb68c10d,0x03cf40b900971561ac6bd997ef1fe939dcbc95e2,0.0042069,22536,2022-03-12T10:20:24.000Z,44617,0,0
72,4,0xa090e606e30bd747d4e6245a1517ebe430f0057e,0xd5376cac7471133380a055b9d1f1c612bb68c10d,0.004501034,21000,2022-03-12T10:27:02.000Z,398,1,0
73,3,0xd5376cac7471133380a055b9d1f1c612bb68c10d,0x03cf40b900971561ac6bd997ef1fe939dcbc95e2,0.0042069,22536,2022-03-12T17:20:40.000Z,24818,0,0
74,2,0xa090e606e30bd747d4e6245a1517ebe430f0057e,0xd5376cac7471133380a055b9d1f1c612bb68c10d,0.003462411,21000,2022-03-12T17:26:59.000Z,379,1,0
75,1,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,0xd5376cac7471133380a055b9d1f1c612bb68c10d,0.958561154,23300,2022-08-10T12:42:22.000Z,13029323,1,0
