,Source,Target,Weight,Type
567,JamesNavaCom,velizwilliam64,2,Directed
568,LLinWood,PRAEST,2,Directed
569,CodeMonkeyZ,JadedPeacemaker,2,Directed
570,EmeraldRobinson,Cowandos,2,Directed
571,realDonaldTrump,CovidCrisisON,2,Directed
572,gatewaypundit,itsme_donna4,2,Directed
573,gatewaypundit,CovidCrisisON,2,Directed
574,CodeMonkeyZ,JacueQ,2,Directed
575,EmeraldRobinson,Keithal93171755,2,Directed
576,LLinWood,Jaizem,2,Directed
577,EmeraldRobinson,itsYourGrace,2,Directed
578,realDonaldTrump,Stephan75953334,2,Directed
579,realDonaldTrump,j_sfev,2,Directed
580,LLinWood,randybrewer1955,2,Directed
581,realDonaldTrump,Kdivine66,2,Directed
582,realDonaldTrump,Aceymmetric,2,Directed
583,EmeraldRobinson,rangertx08008,2,Directed
584,LLinWood,vicnanc,2,Directed
585,LLinWood,Turandot2016,2,Directed
586,LLinWood,Craigor47238257,2,Directed
587,EmeraldRobinson,vicinus_ken,2,Directed
588,CodeMonkeyZ,StephKSharp,2,Directed
589,CodeMonkeyZ,davidwcpf,2,Directed
590,EmeraldRobinson,nocbc,2,Directed
591,themarketswork,PL14,2,Directed
592,CodeMonkeyZ,ras_rolling,2,Directed
593,OANN,Tuscany2011,2,Directed
594,LLinWood,DorranceEduardo,2,Directed
595,RealMattCouch,iwinegirl,2,Directed
596,EmeraldRobinson,StephKSharp,2,Directed
597,Ramnier,kerchacon,2,Directed
598,LLinWood,vct20190322,2,Directed
599,LLinWood,AkyssaIris,2,Directed
600,LouDobbs,USAGreatness,2,Directed
601,LLinWood,AimeeJasmin,2,Directed
602,DavidJHarrisJr,AimeeL28,2,Directed
603,CodeMonkeyZ,StacieA40124835,2,Directed
604,CodeMonkeyZ,KentStuht,2,Directed
605,CodeMonkeyZ,Jack_Burton33,2,Directed
606,realDonaldTrump,khalidk22,2,Directed
607,CodeMonkeyZ,Paige4Freedom,2,Directed
608,EmeraldRobinson,KeoniGohan,2,Directed
609,LLinWood,KernsNini,2,Directed
610,EmeraldRobinson,StacyChen20,2,Directed
611,LLinWood,USARNG_Ret,2,Directed
612,LLinWood,PainlessOld,2,Directed
613,charliekirk11,JackLGibson,2,Directed
614,EmeraldRobinson,ready4change2,2,Directed
615,realDonaldTrump,CoreyStruzan,2,Directed
616,chuckwoolery,JackJhe42,2,Directed
617,EmeraldRobinson,uwsp46,2,Directed
618,LLinWood,JackDun84787289,2,Directed
619,Ramnier,rczg11,2,Directed
620,EmeraldRobinson,KennyTweetUSA,2,Directed
621,marklevinshow,raza_xela,2,Directed
622,LLinWood,AgustinBerrios,2,Directed
623,LLinWood,itsKimmyJ,2,Directed
624,EmeraldRobinson,kerryfoust,2,Directed
625,gatewaypundit,itqtpie,2,Directed
626,CodeMonkeyZ,DouglasFunny7,2,Directed
627,LLinWood,nissi_k1,2,Directed
628,CodeMonkeyZ,capnbink,2,Directed
629,ChuckCallesto,KennethHoefle,2,Directed
630,AOECOIN,KennethTaul,2,Directed
631,CodeMonkeyZ,Jacks1Cj1968,2,Directed
632,EmeraldRobinson,JackiePR10,2,Directed
633,gatewaypundit,dbaug57942,2,Directed
634,CodeMonkeyZ,KennyFoley3,2,Directed
635,EmeraldRobinson,dbennett0704,2,Directed
636,realDonaldTrump,Tyrvidarr,2,Directed
637,LLinWood,cannoneerfour,2,Directed
638,LLinWood,kfjelsted,2,Directed
639,LLinWood,ninin2,2,Directed
640,LLinWood,JackiePR10,2,Directed
641,JamesNavaCom,MiguelA02497870,2,Directed
642,LLinWood,buckeye36,2,Directed
643,CodeMonkeyZ,JKGlass29,2,Directed
644,EmeraldRobinson,EdwardSurett,2,Directed
645,CodeMonkeyZ,SimplePlanAnon,2,Directed
646,CodeMonkeyZ,Is_43_19,2,Directed
647,LLinWood,hoodtwink1,2,Directed
648,realDonaldTrump,SilvioCarlos,2,Directed
649,ChuckCallesto,PaulJAdama,2,Directed
650,realDonaldTrump,mywordsmarked,2,Directed
651,EmeraldRobinson,brandt_mike,2,Directed
652,EmeraldRobinson,Vincinnatus,2,Directed
653,CodeMonkeyZ,Vinman713,2,Directed
654,realDonaldTrump,rhondacarlisle9,2,Directed
655,EmeraldRobinson,rich86969556,2,Directed
656,TheRealKeean,bradleyp87,2,Directed
657,realDonaldTrump,PaulaBuermele,2,Directed
658,Ramnier,richarmanzano3,2,Directed
659,gatewaypundit,CindapoContact,2,Directed
660,RealMattCouch,tracychristine6,2,Directed
661,SidneyPowell1,VisionQuest422,2,Directed
662,EmeraldRobinson,SierraDante,2,Directed
663,EmeraldRobinson,KucarKusan,2,Directed
664,gatewaypundit,Simplelovelive,2,Directed
665,HowleyReporter,hollyshanger,2,Directed
666,EmeraldRobinson,nadacansee,2,Directed
667,EmeraldRobinson,naenae61_grp,2,Directed
668,CodeMonkeyZ,MichaelH52,2,Directed
669,CodeMonkeyZ,howelco,2,Directed
670,EmeraldRobinson,SirStevenKJ,2,Directed
671,EmeraldRobinson,Kristine107,2,Directed
672,kawasoe0916,houndmen,2,Directed
673,EmeraldRobinson,nadacommunist,2,Directed
674,ChuckCallesto,VictorBassett,2,Directed
675,paulsperry_,brenda_crooks,2,Directed
676,AOECOIN,treshas3,2,Directed
677,RedWingGrips,MichaelDBlush1,2,Directed
678,charliekirk11,AmyRock46,2,Directed
679,EmeraldRobinson,MichaelDBlush1,2,Directed
680,HowleyReporter,Citcat21044337,2,Directed
681,CodeMonkeyZ,rhodesgarden,2,Directed
682,TX_WalkerRanger,n6mdc,2,Directed
683,CodeMonkeyZ,MichaelALovett3,2,Directed
684,realDonaldTrump,Cindy_Germex,2,Directed
685,EmeraldRobinson,Lee35609992,2,Directed
686,Ramnier,Irapeda,2,Directed
687,LLinWood,AlofsLisa,2,Directed
688,CodeMonkeyZ,bornforthJuly,2,Directed
689,CodeMonkeyZ,AndyWHumphreys,2,Directed
690,EmeraldRobinson,laceedgedlife,2,Directed
691,Wsoxwinyes,mwilshere71,2,Directed
692,marklevinshow,ChuckPA6,2,Directed
693,EmeraldRobinson,LCMarsh2,2,Directed
694,news_ntd,MettPim1,2,Directed
695,HowleyReporter,Shinymama,2,Directed
696,CodeMonkeyZ,Innaconundrum,2,Directed
697,cocando,tonyperdomo23,2,Directed
698,EmeraldRobinson,diane50kelley,2,Directed
699,robbystarbuck,museoaft,2,Directed
700,CodeMonkeyZ,AngelStarFlwr34,2,Directed
701,OANN,W08098264,2,Directed
702,CodeMonkeyZ,born_summer62,2,Directed
703,LLinWood,borderactionnow,2,Directed
704,CodeMonkeyZ,ladyliberty01,2,Directed
705,cocando,Elecc_Autentica,2,Directed
706,realDonaldTrump,tomycaffe,2,Directed
707,Ramnier,labrujamenor,2,Directed
708,CodeMonkeyZ,hmcrewB10542500,2,Directed
709,LLinWood,holly_houston,2,Directed
710,CodeMonkeyZ,myjourneymyself,2,Directed
711,EmeraldRobinson,dgs814,2,Directed
712,AOECOIN,EgoMusic68,2,Directed
713,jennycohn1,CiejeWarfare,2,Directed
714,LLinWood,traceydeemc,2,Directed
715,LouDobbs,traanseunte,2,Directed
716,LouDobbs,holland031,2,Directed
717,domenicadelia22,L0s4,2,Directed
718,EmeraldRobinson,IowaGirlPatriot,2,Directed
719,DavidJHarrisJr,bpowers632,2,Directed
720,CodeMonkeyZ,labeling66,2,Directed
721,EmeraldRobinson,EileenDiana,2,Directed
722,realDonaldTrump,Viviera75Viera,2,Directed
723,charliekirk11,kyrose87,2,Directed
724,realDonaldTrump,bpenn109,2,Directed
725,Ramnier,Vnzlanisima,2,Directed
726,EmeraldRobinson,PauljePaul,2,Directed
727,dufort_jeanne,VoiceForAllGA,2,Directed
728,CodeMonkeyZ,tosquawkabout,2,Directed
729,LLinWood,MichaelH52,2,Directed
730,realDonaldTrump,SissyStone17,2,Directed
731,gatewaypundit,naenae61_grp,2,Directed
732,CodeMonkeyZ,renareere,2,Directed
733,EmeraldRobinson,MickeyPMickeyP,2,Directed
734,CodeMonkeyZ,CoachJohnH24,2,Directed
735,CodeMonkeyZ,JENin140,2,Directed
736,LLinWood,Snoflaketrigger,2,Directed
737,naoyafujiwara,remuria5,2,Directed
738,EmeraldRobinson,AmandaMcCrary3,2,Directed
739,EmeraldRobinson,ClownWorld2020,2,Directed
740,LLinWood,Snappah1,2,Directed
741,JDRucker,JDRucker,2,Directed
742,EmeraldRobinson,Alwayslightsun,2,Directed
743,koigi3,koigi3,2,Directed
744,EmeraldRobinson,Knuckle76134781,2,Directed
745,LLinWood,tstkc20,2,Directed
746,CodeMonkeyZ,denise_snively,2,Directed
747,CodeMonkeyZ,nathan_deller,2,Directed
748,LLinWood,Smoakie976,2,Directed
749,CodeMonkeyZ,PatriotPirate1,2,Directed
750,JohnBasham,ClemensKristin,2,Directed
751,jennybethm,AlyaFlo,2,Directed
752,LLinWood,JG52020,2,Directed
753,DavidJHarrisJr,PattiLy79084071,2,Directed
754,EmeraldRobinson,kmac5999,2,Directed
755,msElkaBong,ColGTaylorANSA,2,Directed
756,LLinWood,JKBGigi,2,Directed
757,gatewaypundit,SolMTio,2,Directed
758,jennycohn1,klhoughton,2,Directed
759,EmeraldRobinson,VVcgav,2,Directed
760,gatewaypundit,VVcgav,2,Directed
761,realDonaldTrump,Cody_Wayne20,2,Directed
762,EmeraldRobinson,EDMATIK,2,Directed
763,LLinWood,kmaiken64,2,Directed
764,KanekoaTheGreat,EFertmane,2,Directed
765,gatewaypundit,Soberandfocused,2,Directed
766,realDonaldTrump,kmcgregor0006,2,Directed
767,FernandoAmandi,CodalloEberth,2,Directed
768,HowleyReporter,reeltexas,2,Directed
769,CodeMonkeyZ,Kit_hunt,2,Directed
770,Patriot03187241,Patriot03187241,2,Directed
771,LLinWood,ValentinaMihay5,2,Directed
772,EmeraldRobinson,MicroDoc9,2,Directed
773,JedediahBila,ESTHERHaldane,2,Directed
774,HowleyReporter,deniselewis_too,2,Directed
775,CodeMonkeyZ,iJancy,2,Directed
776,EmeraldRobinson,EdDennington,2,Directed
777,EmeraldRobinson,Eccoscott,2,Directed
778,charliekirk11,Echo2323,2,Directed
779,DavidJHarrisJr,Clarissima5,2,Directed
780,EmeraldRobinson,krezae,2,Directed
781,LLinWood,truff4507,2,Directed
782,LLinWood,AmieCha42211974,2,Directed
783,realDonaldTrump,AmieRebeca,2,Directed
784,EmeraldRobinson,nanahooten,2,Directed
785,CodeMonkeyZ,KristeBee,2,Directed
786,EdwinRankin,denlusk13,2,Directed
787,CodeMonkeyZ,krista4Trump,2,Directed
788,LLinWood,Patsy33188270,2,Directed
789,realDonaldTrump,brian1bear,2,Directed
790,CodeMonkeyZ,SjolundKevin,2,Directed
791,gatewaypundit,SixthSensical,2,Directed
792,LLinWood,rfpalmieri,2,Directed
793,EmeraldRobinson,VickiRow1,2,Directed
794,gatewaypundit,rgeoffreyhunter,2,Directed
795,CodeMonkeyZ,bright_star45,2,Directed
796,LLinWood,krakistophales,2,Directed
797,EmeraldRobinson,ClarkeHerrin,2,Directed
798,HowleyReporter,Kreutzjr1,2,Directed
799,EmeraldRobinson,JAnonymousNY,2,Directed
800,EmeraldRobinson,kpatriot17,2,Directed
801,EmeraldRobinson,Claudyconn,2,Directed
802,CodeMonkeyZ,dennisj33,2,Directed
803,EmeraldRobinson,resident4563,2,Directed
804,charliekirk11,hvwarriors71,2,Directed
805,CodeMonkeyZ,britney4,2,Directed
806,LLinWood,huskybags,2,Directed
807,jennycohn1,nancygower,2,Directed
808,EmeraldRobinson,deoccult,2,Directed
809,LLinWood,trustry20,2,Directed
810,CodeMonkeyZ,bringmecheese,2,Directed
811,EmeraldRobinson,KrazieKate6,2,Directed
812,gatewaypundit,KrazieKate6,2,Directed
813,jennycohn1,trumpscarnage,2,Directed
814,gatewaypundit,PatrioticCougar,2,Directed
815,gatewaypundit,J3susLoves,2,Directed
816,EmeraldRobinson,PorterSumari,2,Directed
817,charliekirk11,linklee1,2,Directed
818,EmeraldRobinson,WolverineBill10,2,Directed
819,EmeraldRobinson,LouraEvans,2,Directed
820,kylenabecker,LouisianaTimes,2,Directed
821,CodeMonkeyZ,LouisianaXGirl,2,Directed
822,SidneyPowell1,akmac1111,2,Directed
823,CodeMonkeyZ,enass1047,2,Directed
824,themarketswork,enass1047,2,Directed
825,Ramnier,spz1947,2,Directed
826,naoyafujiwara,maji_um,2,Directed
827,EmeraldRobinson,Frippin2,2,Directed
828,CodeMonkeyZ,Robinlamy1,2,Directed
829,miya397156651,akira191911,2,Directed
830,EmeraldRobinson,Ray_karl,2,Directed
831,gatewaypundit,melissadittohed,2,Directed
832,dynamex,sgtwoodybt,2,Directed
833,CodeMonkeyZ,LoveMarysPeak,2,Directed
834,realDonaldTrump,alarik36,2,Directed
835,CarrollQuigley1,melisandrePro,2,Directed
836,EmeraldRobinson,RaymondCruze,2,Directed
837,CodeMonkeyZ,RobinDanaPoint,2,Directed
838,LLinWood,Fridaydog2,2,Directed
839,Ramnier,enadepacheco,2,Directed
840,realDonaldTrump,free_fair_usa,2,Directed
841,EmeraldRobinson,RationalMind18,2,Directed
842,LLinWood,magatrqn,2,Directed
843,Ramnier,magepetorr,2,Directed
844,jennycohn1,RogerBlumberg,2,Directed
845,gatewaypundit,Ratbo43Bob,2,Directed
846,LLinWood,CGodChange,2,Directed
847,gatewaypundit,fuhqu2,2,Directed
848,CodeMonkeyZ,RationalMind18,2,Directed
849,realDonaldTrump,BikhialHaji,2,Directed
850,realDonaldTrump,FreelsCl,2,Directed
851,CodeMonkeyZ,RockAnon7951,2,Directed
852,EmeraldRobinson,melzintune,2,Directed
853,catturd2,aucbcat31,2,Directed
854,TX_WalkerRanger,RockyLaForgia,2,Directed
855,themarketswork,sewpc123,2,Directed
856,EmeraldRobinson,srs_usa,2,Directed
857,CodeMonkeyZ,FridaMay4,2,Directed
858,realDonaldTrump,sriixora,2,Directed
859,LLinWood,LouiseCrowley10,2,Directed
860,realDonaldTrump,Robin86462829,2,Directed
861,ArchKennedy,Birdle_2963,2,Directed
862,LLinWood,RogueOne_Q,2,Directed
863,acastef53,maniseku,2,Directed
864,EmeraldRobinson,ReaganPresident,2,Directed
865,RobertFaucher12,RobertFaucher12,2,Directed
866,EmeraldRobinson,shannon4t76,2,Directed
867,EmeraldRobinson,meggen_C,2,Directed
868,merissahamilton,ercm,2,Directed
869,EmeraldRobinson,RobertBrickner,2,Directed
870,themarketswork,GlendaGalvez4,2,Directed
871,gatewaypundit,frank_oldaker,2,Directed
872,LLinWood,Lucesysombras8,2,Directed
873,LLinWood,BlackSheep9510,2,Directed
874,jennycohn1,MackPolitical,2,Directed
875,9NEWSNANCY,RobeMiles,2,Directed
876,charliekirk11,meemaw2013,2,Directed
877,charliekirk11,franceschinian2,2,Directed
878,CodeMonkeyZ,Gjarfan,2,Directed
879,CodeMonkeyZ,LuckWarden,2,Directed
880,EmeraldRobinson,MacBetty,2,Directed
881,CodeMonkeyZ,sharon_heyman,2,Directed
882,EmeraldRobinson,Bwdreyer,2,Directed
883,JackNationalist,RobertJ27837493,2,Directed
884,EmeraldRobinson,shakeflintstone,2,Directed
885,EmeraldRobinson,mel4299,2,Directed
886,9NEWSNANCY,Robertl01464344,2,Directed
887,LLinWood,shakeflintstone,2,Directed
888,EmeraldRobinson,asjah8,2,Directed
889,EmeraldRobinson,LovetheUSA1776,2,Directed
890,RealVinnieJames,GlowsInMyHeart,2,Directed
891,LLinWood,fred_bishop,2,Directed
892,realDonaldTrump,LovetheUSA1776,2,Directed
893,CodeMonkeyZ,mamagrizzly99,2,Directed
894,CodeMonkeyZ,LovinTexas78612,2,Directed
895,gatewaypundit,mams14,2,Directed
896,OANN,Bjl43640150,2,Directed
897,CodeMonkeyZ,spearsdeni,2,Directed
898,EmeraldRobinson,FureyRobert,2,Directed
899,EmeraldRobinson,asbrownpe,2,Directed
900,realDonaldTrump,ByronObando89,2,Directed
901,LLinWood,mamlmlm,2,Directed
902,EmeraldRobinson,Bxf73,2,Directed
903,LLinWood,BwsCurtis,2,Directed
904,CodeMonkeyZ,aimlesley,2,Directed
905,realDonaldTrump,RogueOne_Q,2,Directed
906,CodeMonkeyZ,ace2blue,2,Directed
907,LLinWood,stephphilip8,2,Directed
908,EmeraldRobinson,azureblue68,2,Directed
909,realDonaldTrump,Raffael25444592,2,Directed
910,Ramnier,adavidmont,2,Directed
911,CodeMonkeyZ,ma5ba5,2,Directed
912,marklevinshow,RahhabO,2,Directed
913,stephphilip8,stephphilip8,2,Directed
914,CodeMonkeyZ,sdy2,2,Directed
915,realDonaldTrump,adflores007,2,Directed
916,realDonaldTrump,mackenzie_deb,2,Directed
917,CodeMonkeyZ,elephants1996,2,Directed
918,jsolomonReports,stephen92363390,2,Directed
919,LLinWood,Grapa24250,2,Directed
920,LouDobbs,Rory70383470,2,Directed
921,gatewaypundit,GrantMelhorn,2,Directed
922,EmeraldRobinson,game_changer1,2,Directed
923,CodeMonkeyZ,GrannieSchool,2,Directed
924,EmeraldRobinson,Raldunell,2,Directed
925,kylenabecker,Ronniehikes,2,Directed
926,naoyafujiwara,m_masunaga,2,Directed
927,ChanelRion,gary37h,2,Directed
928,EmeraldRobinson,LorCadd,2,Directed
929,EmeraldRobinson,stevie__atl,2,Directed
930,LLinWood,RossFairchild,2,Directed
931,news_ntd,GregKOESTER,2,Directed
932,gatewaypundit,GregKOESTER,2,Directed
933,realDonaldTrump,achein0,2,Directed
934,CodeMonkeyZ,b_inlight,2,Directed
935,EmeraldRobinson,BertPalmieri,2,Directed
936,LLinWood,LoganNewberry22,2,Directed
937,cocando,Rositam954,2,Directed
938,cocando,FranciscoViual2,2,Directed
939,CodeMonkeyZ,RaeCon13,2,Directed
940,SidneyPowell1,michaeljames86,2,Directed
941,rising_serpent,m0nsterlab,2,Directed
942,CodeMonkeyZ,MandyJustbekind,2,Directed
943,gatewaypundit,michaelarnoldjr,2,Directed
944,CodeMonkeyZ,michael_szumega,2,Directed
945,LLinWood,BethFau15373098,2,Directed
946,CodeMonkeyZ,GreenSkyDeb,2,Directed
947,themarketswork,RaeAnnDumas,2,Directed
948,EmeraldRobinson,elizabethwoodv3,2,Directed
949,EmeraldRobinson,aydoneymang,2,Directed
950,EmeraldRobinson,GoonersDream,2,Directed
951,LLinWood,eltonwayne4,2,Directed
952,realDonaldTrump,madelene_andre,2,Directed
953,EmeraldRobinson,GracefulAmerica,2,Directed
954,CodeMonkeyZ,avenueintrigue,2,Directed
955,jennycohn1,BigHeadTales,2,Directed
956,themarketswork,seeofdogz,2,Directed
957,gatewaypundit,RandyNaylor,2,Directed
958,EmeraldRobinson,FreeThinkerDona,2,Directed
959,realDonaldTrump,FreeThinkerDona,2,Directed
960,Ramnier,aguirrerichards,2,Directed
961,marklevinshow,BigBertieT,2,Directed
962,LouDobbs,RomanGH1840,2,Directed
963,CodeMonkeyZ,ahawk9111,2,Directed
964,ChuckCallesto,stahawg,2,Directed
965,EmeraldRobinson,meredithweller1,2,Directed
966,HowleyReporter,Freedom1776__,2,Directed
967,EmeraldRobinson,Freedom35045941,2,Directed
968,jennycohn1,mercenarygraphi,2,Directed
969,CodeMonkeyZ,LornaScurr,2,Directed
970,kylenabecker,state48patriot,2,Directed
971,LLinWood,GracieLouDotCom,2,Directed
972,OANN,gallowaygirl9,2,Directed
973,TX_WalkerRanger,stefanbotez,2,Directed
974,OANN,LorCadd,2,Directed
975,LLinWood,seand3210,2,Directed
976,EvanAKilgore,elizabethwoodv3,2,Directed
977,LLinWood,RamjattanChris,2,Directed
978,CodeMonkeyZ,adventure145,2,Directed
979,CodeMonkeyZ,GrandeBabbo69,2,Directed
980,naoyafujiwara,elizekan,2,Directed
981,EmeraldRobinson,FredForTrump,2,Directed
982,CodeMonkeyZ,MamaImp,2,Directed
983,CodeMonkeyZ,FredJfw801,2,Directed
984,CodeMonkeyZ,gailmggmg,2,Directed
985,LLinWood,madcella66,2,Directed
986,EmeraldRobinson,MamaFrann,2,Directed
987,CodeMonkeyZ,LordofTheTreeF1,2,Directed
988,CodeMonkeyZ,secolerice,2,Directed
989,Ramnier,aesthico,2,Directed
990,EmeraldRobinson,awakemommacdub,2,Directed
991,charliekirk11,BiekerAnnie,2,Directed
992,CodeMonkeyZ,Blindmagic22,2,Directed
993,CodeMonkeyZ,GBeasleybee,2,Directed
994,HowleyReporter,GBervelin,2,Directed
995,CodeMonkeyZ,MADSENSORY,2,Directed
996,Ramnier,fhmolinav,2,Directed
997,CodeMonkeyZ,shravaka,2,Directed
998,realDonaldTrump,RedlundR,2,Directed
999,realDonaldTrump,RedmoonBluerose,2,Directed
1000,LLinWood,M4GyUFjSxn5iHiR,2,Directed
1001,LLinWood,shudrocker,2,Directed
1002,merissahamilton,sl_patriot,2,Directed
1003,kylenabecker,markrif1,2,Directed
1004,CodeMonkeyZ,sl_patriot,2,Directed
1005,LLinWood,RedeemedofHim,2,Directed
1006,Wsoxwinyes,and_blurry,2,Directed
1007,EmeraldRobinson,factdigger007,2,Directed
1008,EmeraldRobinson,shumakerhill,2,Directed
1009,CodeMonkeyZ,MAGA17PatriotFL,2,Directed
1010,realDonaldTrump,factson77788970,2,Directed
1011,SidneyPowell1,Redwoodsemmy1,2,Directed
1012,EmeraldRobinson,MHillggt,2,Directed
1013,LLinWood,andrea_sydow,2,Directed
1014,jennycohn1,Redgmac,2,Directed
1015,realDonaldTrump,BrisvegasJp,2,Directed
1016,CodeMonkeyZ,Gelz209,2,Directed
1017,EmeraldRobinson,RedVictor2020,2,Directed
1018,CodeMonkeyZ,smailinadjim,2,Directed
1019,LLinWood,marissa_mancha,2,Directed
1020,EmeraldRobinson,sma03934813,2,Directed
1021,LLinWood,shinuan,2,Directed
1022,Ramnier,marjorieovalles,2,Directed
1023,jennycohn1,eyemagistus,2,Directed
1024,EmeraldRobinson,GeorgeT95114164,2,Directed
1025,themarketswork,annmaria,2,Directed
1026,EmeraldRobinson,RichardGubler,2,Directed
1027,charliekirk11,BossSquirrel72,2,Directed
1028,RealWayneRoot,amybeabear,2,Directed
1029,CodeMonkeyZ,Gabby43413389,2,Directed
1030,EmeraldRobinson,BormanJaye,2,Directed
1031,EmeraldRobinson,RichardCHoffma2,2,Directed
1032,CodeMonkeyZ,RedX424,2,Directed
1033,TheRealKeean,ezralevant,2,Directed
1034,realDonaldTrump,BritishHKGov,2,Directed
1035,realDonaldTrump,maxestmax,2,Directed
1036,EmeraldRobinson,andreinilla,2,Directed
1037,KanekoaTheGreat,MAGAChristianMa,2,Directed
1038,realDonaldTrump,armstrong1607,2,Directed
1039,realDonaldTrump,Brenda40058280,2,Directed
1040,EmeraldRobinson,MAGA_Engineer,2,Directed
1041,ChuckCallesto,silvermanmarkj,2,Directed
1042,CodeMonkeyZ,fantasticlegs,2,Directed
1043,gatewaypundit,massa_cristiane,2,Directed
1044,EmeraldRobinson,angela_dutcher,2,Directed
1045,KanekoaTheGreat,BriMichelle75,2,Directed
1046,EmeraldRobinson,GarGoyl71858020,2,Directed
1047,EmeraldRobinson,GaryReney,2,Directed
1048,gatewaypundit,GaryHagl,2,Directed
1049,EmeraldRobinson,BreakthematrixM,2,Directed
1050,realDonaldTrump,simonho13663652,2,Directed
1051,EmeraldRobinson,farmer2241,2,Directed
1052,gatewaypundit,MC20681834,2,Directed
1053,cocando,sinverguenchon,2,Directed
1054,EmeraldRobinson,fauncey62,2,Directed
1055,EmeraldRobinson,BrentOvitt,2,Directed
1056,LLinWood,fastideous,2,Directed
1057,lastpatriotsusa,MATrumpster,2,Directed
1058,realDonaldTrump,aninorwd,2,Directed
1059,LLinWood,Retiredtonature,2,Directed
1060,iheartmindy,BrianTe02221284,2,Directed
1061,EmeraldRobinson,andria86288035,2,Directed
1062,hrtablaze,MAGAEricB,2,Directed
1063,EmeraldRobinson,GalaticaActual,2,Directed
1064,brunolp30,RegionsFrance,2,Directed
1065,MaihenH,andresvnf,2,Directed
1066,EmeraldRobinson,ReikiFaery,2,Directed
1067,gatewaypundit,ReinharzSusan,2,Directed
1068,realDonaldTrump,feedinguslies,2,Directed
1069,realDonaldTrump,MAGAMarine0311,2,Directed
1070,realDonaldTrump,anjois11,2,Directed
1071,LLinWood,featureblue,2,Directed
1072,jennycohn1,GayeRobyn,2,Directed
1073,LLinWood,skezer93,2,Directed
1074,EmeraldRobinson,MAGAPatriot85,2,Directed
1075,jennycohn1,RevJPDonaldson,2,Directed
1076,gatewaypundit,silence_dewgood,2,Directed
1077,realDonaldTrump,matheus_mancini,2,Directed
1078,ChuckCallesto,MEC02081229,2,Directed
1079,EmeraldRobinson,MAGA_DJT2016,2,Directed
1080,realDonaldTrump,mazssm,2,Directed
1081,realDonaldTrump,marinecorp7375,2,Directed
1082,PAHouseGOP,Bruce812,2,Directed
1083,realDonaldTrump,softailyankee,2,Directed
1084,charliekirk11,alman08,2,Directed
1085,brunolp30,marclahen,2,Directed
1086,gatewaypundit,GIJoeS916,2,Directed
1087,CodeMonkeyZ,solidsnake2962,2,Directed
1088,gatewaypundit,alozapc,2,Directed
1089,EmeraldRobinson,GinaEBurns,2,Directed
1090,EmeraldRobinson,arad510,2,Directed
1091,realDonaldTrump,Ripley72,2,Directed
1092,EmeraldRobinson,BucksUnredacted,2,Directed
1093,CodeMonkeyZ,songbird43n1,2,Directed
1094,RepMattGaetz,sheldonpiep,2,Directed
1095,gatewaypundit,sockopal,2,Directed
1096,CodeMonkeyZ,Bob95516109,2,Directed
1097,HowleyReporter,apub72,2,Directed
1098,charliekirk11,aprilth82399743,2,Directed
1099,EmeraldRobinson,alsmilez1,2,Directed
1100,EmeraldRobinson,GiglioMarilyn,2,Directed
1101,realDonaldTrump,Gigiconnik1,2,Directed
1102,realDonaldTrump,Luff_him_Bigly,2,Directed
1103,SidneyPowell1,songbird43n1,2,Directed
1104,CodeMonkeyZ,BonnieG07549762,2,Directed
1105,CesareSacchetti,GirolamoMaggio,2,Directed
1106,LLinWood,allaboutswan,2,Directed
1107,EmeraldRobinson,GCPatriots,2,Directed
1108,cocando,GCocchioni,2,Directed
1109,realDonaldTrump,RealJohnE1,2,Directed
1110,gatewaypundit,erikbrown154,2,Directed
1111,EmeraldRobinson,GContrarian,2,Directed
