,Author,Thread Author,Engagement Type,frequency
18487,lilmissindpdnt,RealOmarNavarro,RETWEET,1
18488,lilmysticwolf,realDonaldTrump,RETWEET,1
18489,lilo623,EmeraldRobinson,RETWEET,1
18490,lilolem918,CodeMonkeyZ,RETWEET,1
18491,lilpetuniaaml,ChanelRion,RETWEET,1
18492,lilrascal01,BarnettforAZ,RETWEET,1
18493,lilrascal01,gatewaypundit,RETWEET,1
18494,lilredcorvett56,gatewaypundit,RETWEET,1
18495,lilroaringmouse,mmfa,RETWEET,1
18496,lilsliceofcraze,Timmacdawg,RETWEET,1
18497,lily04022018,JolandaBivona,RETWEET,1
18498,linda1974a,GoodShepherd316,RETWEET,1
18499,lily04022018,annvandersteel,RETWEET,1
18500,lilyJoyfull,ali,RETWEET,1
18501,lily_lama99,JohnDoe1284495,RETWEET,1
18502,lilyq1011,LLinWood,RETWEET,1
18503,lilyq1011,rising_serpent,RETWEET,1
18504,limag45,OANN,RETWEET,1
18505,limism0818,AaronOtsuka,RETWEET,1
18506,lina89911721,senatormelendez,RETWEET,1
18507,lina_eisenberg,LLinWood,RETWEET,1
18508,linaemachado,MaihenH,RETWEET,1
18509,linakasr,gatewaypundit,RETWEET,1
18510,lifeisoneoption,Ramnier,RETWEET,1
18511,lifeisfai,realDonaldTrump,RETWEET,1
18512,lindaluvinlife1,realDonaldTrump,RETWEET,1
18513,lfbogdan,DarnelSugarfoo,RETWEET,1
18514,lewis_rick55,charliekirk11,RETWEET,1
18515,lewisgirlsmom,DJFreedomRocket,RETWEET,1
18516,lewsguystuff,EmeraldRobinson,RETWEET,1
18517,lexieheartsmu22,bennyjohnson,RETWEET,1
18518,lexikon123,EmeraldRobinson,RETWEET,1
18519,lexilou2514,michellemalkin,RETWEET,1
18520,leydyuzcategui,LLinWood,RETWEET,1
18521,lezleecog,davereaboi,RETWEET,1
18522,lf_theria,LLinWood,RETWEET,1
18523,lfarabee,LaelaMoody,RETWEET,1
18524,lfarr006,RealOmarNavarro,RETWEET,1
18525,lfoster0001,ElectionsCan_E,RETWEET,1
18526,levyjanelato,CodeMonkeyZ,RETWEET,1
18527,lfoster0001,g_occhionero,RETWEET,1
18528,lfotweaker,lawyer4laws,RETWEET,1
18529,lfoxy23,realDonaldTrump,RETWEET,1
18530,lfrapsd,CRRJA5,RETWEET,1
18531,lfrapsd,stevegrubershow,RETWEET,1
18532,lfrapsd,themarketswork,RETWEET,1
18533,lfsmith2111,OANN,RETWEET,1
18534,lfsmith2111,SidneyPowell1,RETWEET,1
18535,lfsmith2111,christina_bobb,RETWEET,1
18536,lgcomin,CodeMonkeyZ,RETWEET,1
18537,lgee70,realDonaldTrump,RETWEET,1
18538,lewis_dwyer91,WillyWonkaXRP,RETWEET,1
18539,levwii,danielchaitin7,RETWEET,1
18540,lglaske1,CodeMonkeyZ,RETWEET,1
18541,leswhl,senatormelendez,RETWEET,1
18542,leslie86468963,EmeraldRobinson,RETWEET,1
18543,leslie86468963,MAJMO50,RETWEET,1
18544,leslie86468963,SecretsBedard,RETWEET,1
18545,leslie86468963,charliekirk11,RETWEET,1
18546,leslie_calianno,charliekirk11,RETWEET,1
18547,leslie_hileslie,dominionvoting,RETWEET,1
18548,leslieaburdette,gatewaypundit,RETWEET,1
18549,lesliej2016,LLinWood,RETWEET,1
18550,lesnievsky,brunolp30,RETWEET,1
18551,leswhl,DavidJHarrisJr,RETWEET,1
18552,leswhl,JohnBasham,RETWEET,1
18553,letian09025709,realDonaldTrump,RETWEET,1
18554,ronreed47562824,chuckwoolery,RETWEET,1
18555,letmeseetht,charliekirk11,RETWEET,1
18556,letruthreign,CodeMonkeyZ,RETWEET,1
18557,ronson12,LLinWood,RETWEET,1
18558,letseathh,NickAdamsinUSA,RETWEET,1
18559,letsplaygourav,realDonaldTrump,RETWEET,1
18560,lety_bal612,RudyGiuliani,RETWEET,1
18561,leucinedreams,McscNetwork,RETWEET,1
18562,leucocrystal,bluestein,RETWEET,1
18563,levi_613,stevegrubershow,RETWEET,1
18564,levis3331,JillRTeamXRP,RETWEET,1
18565,levis3331,realDonaldTrump,RETWEET,1
18566,ronreed47562824,ChuckCallesto,RETWEET,1
18567,lglattt,mikehermus,RETWEET,1
18568,ronpowell7,themarketswork,RETWEET,1
18569,liesmatr,gatewaypundit,RETWEET,1
18570,libertydrewski,realDonaldTrump,RETWEET,1
18571,libertyforme73,JDRucker,RETWEET,1
18572,libertytrader17,IWV,RETWEET,1
18573,libertywins16,dochartdc,RETWEET,1
18574,liboldlady,jaketapper,RETWEET,1
18575,licas110,gatewaypundit,RETWEET,1
18576,licio_ribeiro,EmeraldRobinson,RETWEET,1
18577,liddabiddy,CodeMonkeyZ,RETWEET,1
18578,lidosand,EmeraldRobinson,RETWEET,1
18579,liemj,LifeNewsHQ,RETWEET,1
18580,liesmatr,charliekirk11,RETWEET,1
18581,life_505,b3llumx,RETWEET,1
18582,libertybelle025,LLinWood,RETWEET,1
18583,ronreed47562824,Atlantiso1,RETWEET,1
18584,life_art_love,jennycohn1,RETWEET,1
18585,life_charms,realDonaldTrump,RETWEET,1
18586,ronraper,LifeNewsHQ,RETWEET,1
18587,life_death,charliekirk11,RETWEET,1
18588,life_elevated,EmeraldRobinson,RETWEET,1
18589,life_elevated,EvanAKilgore,RETWEET,1
18590,life_elevated,SaraCarterDC,RETWEET,1
18591,lifeafterfive,jaketapper,RETWEET,1
18592,lifeisbusy_3,murray_nyc,RETWEET,1
18593,lifeisfai,HowleyReporter,RETWEET,1
18594,libertydrewski,JennaEllisEsq,RETWEET,1
18595,libertybelle025,CodeMonkeyZ,RETWEET,1
18596,lgrobin62,jennycohn1,RETWEET,1
18597,liberal_too,revrrlewis,RETWEET,1
18598,lgstarr,SidneyPowell1,RETWEET,1
18599,lgv7946,RudyGiuliani,QUOTE,1
18600,lhazucha,realDonaldTrump,RETWEET,1
18601,lhkmat,charliekirk11,RETWEET,1
18602,lhkmat,danielchaitin7,RETWEET,1
18603,lhkmat,jsolomonReports,RETWEET,1
18604,lhvd66390000,paulsperry_,RETWEET,1
18605,li2nd,EmeraldRobinson,RETWEET,1
18606,li2nd,NAConservative9,RETWEET,1
18607,liam_cleary_,Thomas1774Paine,RETWEET,1
18608,lian_yamouer,MelissaPolloc19,RETWEET,1
18609,liberalgirl3,nevermore_007,RETWEET,1
18610,libertybell007,Frankz2137,RETWEET,1
18611,libertas2112,CodeMonkeyZ,RETWEET,1
18612,liberty4brave,CodeMonkeyZ,RETWEET,1
18613,liberty4brave,merissahamilton,RETWEET,1
18614,libertyF7R8,TX_WalkerRanger,RETWEET,1
18615,liberty_maga,ChuckCallesto,RETWEET,1
18616,liberty_maga,EmeraldRobinson,RETWEET,1
18617,liberty_nurse,ChanelRion,RETWEET,1
18618,liberty_walking,BretBaier,QUOTE,1
18619,libertyandlily,charliekirk11,RETWEET,1
18620,libertyanfree76,gatewaypundit,RETWEET,1
18621,libertybell007,ChuckCallesto,RETWEET,1
18622,lindalougarrett,CodeMonkeyZ,RETWEET,1
18623,lindaluvsduke,Chicago1Ray,RETWEET,1
18624,llzzyb,HowleyReporter,RETWEET,1
18625,lizduncan5143,charliekirk11,RETWEET,1
18626,liyong513513,SidneyPowell1,RETWEET,1
18627,liz54272044,realDonaldTrump,RETWEET,1
18628,lizMartins16,LLinWood,RETWEET,1
18629,liz_churchill_,LouDobbs,RETWEET,1
18630,liza_eloyka,IngrahamAngle,RETWEET,1
18631,liza_eloyka,jennybethm,RETWEET,1
18632,rondonl,ApokalypseBeard,RETWEET,1
18633,lizamileshappy,MichaelmonroeC,RETWEET,1
18634,lizamileshappy,faster34me,RETWEET,1
18635,lizavanmol,jaketapper,RETWEET,1
18636,lizbelle1100,CodeMonkeyZ,RETWEET,1
18637,lizesther,Ramnier,RETWEET,1
18638,livius1978,realDonaldTrump,RETWEET,1
18639,lizesther,SidneyPowell1,RETWEET,1
18640,lizesther,charliekirk11,RETWEET,1
18641,lizettescafe,ChanelRion,RETWEET,1
18642,lizkny44,FoxNews,RETWEET,1
18643,lizlopez630,TX_WalkerRanger,RETWEET,1
18644,lizrobinson54,KlasfeldReports,RETWEET,1
18645,lizross,LadyJayPersists,RETWEET,1
18646,lizthompso,AWeissmann_,RETWEET,1
18647,lizybelle65,GenFlynn,RETWEET,1
18648,lizybelle65,SidneyPowell1,RETWEET,1
18649,lizyeld,taywil64,RETWEET,1
18650,livnthealife,CodeMonkeyZ,RETWEET,1
18651,liviolsoliveira,CodeMonkeyZ,RETWEET,1
18652,lizzieboo1961,LLinWood,RETWEET,1
18653,liunet13,LLinWood,RETWEET,1
18654,littlegirl108,charliekirk11,RETWEET,1
18655,littlejimmy129,EmeraldRobinson,RETWEET,1
18656,littlejimmy129,themarketswork,RETWEET,1
18657,littlelisala,EmeraldRobinson,RETWEET,1
18658,littlelisala,PamelaGeller,QUOTE,1
18659,littlelostsunny,jaketapper,RETWEET,1
18660,littlenewsnetwk,KanekoaTheGreat,RETWEET,1
18661,littleredtree60,jennycohn1,RETWEET,1
18662,littlesky,oneunderscore__,RETWEET,1
18663,ronexa,realDonaldTrump,RETWEET,1
18664,littlorangefish,OANN,RETWEET,1
18665,liuzw71,LLinWood,RETWEET,1
18666,livingroom1961,gatewaypundit,RETWEET,1
18667,lived505,EpochTimes,RETWEET,1
18668,lived505,LLinWood,RETWEET,1
18669,lived505,realDonaldTrump,RETWEET,1
18670,livelifetolove5,DivintyMary,RETWEET,1
18671,livetoquestion,HowleyReporter,RETWEET,1
18672,livetoquestion,LLinWood,RETWEET,1
18673,livetoquestion,gatewaypundit,RETWEET,1
18674,livingandloving,realDonaldTrump,RETWEET,1
18675,livingcooper,RepMattGaetz,RETWEET,1
18676,livingjoyful,MarcACaputo,RETWEET,1
18677,livinglight1188,CodeMonkeyZ,RETWEET,1
18678,lizzer4truth,SidneyPowell1,RETWEET,1
18679,lizzy087,realDonaldTrump,RETWEET,1
18680,littlebitsnbob4,midkirby,RETWEET,1
18681,lkrwriter,Tractor444,RETWEET,1
18682,lkat1356,gatewaypundit,RETWEET,1
18683,lkgibson34,TheRealKeean,RETWEET,1
18684,lkimbr1062,realDonaldTrump,RETWEET,1
18685,lkjtexas,williamlegate,RETWEET,1
18686,lkliddle,CodeMonkeyZ,RETWEET,1
18687,lkovalik,Bret_Sears,RETWEET,1
18688,lkovalik,GenFlynn,RETWEET,1
18689,lkrwriter,9NEWSNANCY,RETWEET,1
18690,ronbrewer73,SoCalEdgyGal,RETWEET,1
18691,lkrwriter,EmeraldRobinson,RETWEET,1
18692,lkrwriter,TX_WalkerRanger,RETWEET,1
18693,lkrwriter,TrinaSolis17,RETWEET,1
18694,lkah,iheartmindy,RETWEET,1
18695,lkrwriter,realDonaldTrump,RETWEET,1
18696,lkweb54,LouDobbs,QUOTE,1
18697,lkwilliams700,marklevinshow,RETWEET,1
18698,ll1pretty1,kylenabecker,RETWEET,1
18699,llampe68,realDonaldTrump,RETWEET,1
18700,llazy1,realDonaldTrump,RETWEET,1
18701,lleansright,the_typical_lib,RETWEET,1
18702,llindawkelly,grantstern,RETWEET,1
18703,lll_peter,MsAvaArmstrong,RETWEET,1
18704,llmorelli,paulsperry_,RETWEET,1
18705,llyoung28,AIIAmericanGirI,RETWEET,1
18706,lkah,michellemalkin,RETWEET,1
18707,ljvz0808,CodeMonkeyZ,RETWEET,1
18708,lizzy43,CodeMonkeyZ,RETWEET,1
18709,ljdeleu,BorisEP,RETWEET,1
18710,lizzyd619,CodeMonkeyZ,RETWEET,1
18711,lizzyd619,paulsperry_,RETWEET,1
18712,lizzyoceanbrz,BreitbartNews,RETWEET,1
18713,lizzyoceanbrz,realDonaldTrump,RETWEET,1
18714,rondabogs,LLinWood,RETWEET,1
18715,lizzywales,PatriotRodSteel,RETWEET,1
18716,ljb284,EmeraldRobinson,RETWEET,1
18717,rondab20,realDonaldTrump,RETWEET,1
18718,ljb284,KelemenCari,RETWEET,1
18719,ljblack6,ScottFantasy,RETWEET,1
18720,ljdeleu,AOECOIN,RETWEET,1
18721,roncufley,realDonaldTrump,RETWEET,1
18722,ljudnic,PolitiFact,RETWEET,1
18723,ljeaton26,RedWingGrips,RETWEET,1
18724,ljlehere,realDonaldTrump,RETWEET,1
18725,ljmarti6,gatewaypundit,RETWEET,1
18726,ljohn44,KlasfeldReports,RETWEET,1
18727,ljohn9377,paulsperry_,RETWEET,1
18728,ronchofandango,charliekirk11,RETWEET,1
18729,ljohnson816,CodeMonkeyZ,RETWEET,1
18730,ljp60,JMichaelWaller,RETWEET,1
18731,ljszapor,charliekirk11,RETWEET,1
18732,ljtexasyall,LLinWood,RETWEET,1
18733,ljtexasyall,LouDobbs,RETWEET,1
18734,littleblueboy20,realDonaldTrump,RETWEET,1
18735,littlebirdy2017,DrPaulGosar,RETWEET,1
18736,lindaluvsduke,HeshmatAlavi,RETWEET,1
18737,lipemoreira04,allanldsantos,RETWEET,1
18738,linklee1,themarketswork,RETWEET,1
18739,linmagic,JustTheNews,RETWEET,1
18740,linman7,parshalltalk,RETWEET,1
18741,linneydel,jaketapper,RETWEET,1
18742,linnymaddy,HowleyReporter,RETWEET,1
18743,linschaaf,LouDobbs,RETWEET,1
18744,linthdem,Sammicordova,RETWEET,1
18745,linton54,realDonaldTrump,RETWEET,1
18746,linwyn1027,dhrxsol1234,RETWEET,1
18747,lion9036,xdebutx,RETWEET,1
18748,lionroot,iheartmindy,RETWEET,1
18749,lipmannj,LLinWood,RETWEET,1
18750,linklee1,RobletoFire,RETWEET,1
18751,liquidlunchtv,EmeraldRobinson,RETWEET,1
18752,lirimeca,Ramnier,RETWEET,1
18753,lis_bri,JMichaelWaller,RETWEET,1
18754,lisa67054874,ChuckCallesto,RETWEET,1
18755,lisa_avery31597,BernardKerik,RETWEET,1
18756,lisa_cummins,realDonaldTrump,RETWEET,1
18757,lisa_deplorable,iheartmindy,RETWEET,1
18758,ronmizhi,realDonaldTrump,RETWEET,1
18759,lisa_hall2,realDonaldTrump,RETWEET,1
18760,lisa_harper9,EmeraldRobinson,RETWEET,1
18761,lisa_kinka,CodeMonkeyZ,RETWEET,1
18762,ronmolina,EmeraldRobinson,RETWEET,1
18763,linklee1,RepMattGaetz,RETWEET,1
18764,lisaakonzelman,3bluestarmom,RETWEET,1
18765,lindathomas102,RedWingGrips,RETWEET,1
18766,lindaluvsduke,correctthemedia,RETWEET,1
18767,lindamac12steps,CodeMonkeyZ,RETWEET,1
18768,ronmolina,LLinWood,RETWEET,1
18769,lindamac12steps,vicksiern,RETWEET,1
18770,lindamonta,cocando,RETWEET,1
18771,lindapatesmith2,jessiprincey,RETWEET,1
18772,lindappel1,jennycohn1,RETWEET,1
18773,lindarohr,LLinWood,RETWEET,1
18774,lindarohr,realDonaldTrump,RETWEET,1
18775,lindasc48,RealVinnieJames,RETWEET,1
18776,lindathomas102,ChuckCallesto,RETWEET,1
18777,lindathomas102,RennaeCh,RETWEET,1
18778,linklee1,RedWingGrips,RETWEET,1
18779,lindavyoung,RandPaul,RETWEET,1
18780,lindilu8,jennybethm,RETWEET,1
18781,lindp12,EpochTimes,RETWEET,1
18782,lindp12,jennybethm,RETWEET,1
18783,lindsaylogan25,SidneyPowell1,RETWEET,1
18784,line88man,charliekirk11,RETWEET,1
18785,linelingo,realDonaldTrump,RETWEET,1
18786,linepoo55,JuddLegum,RETWEET,1
18787,lingboxianzi8,LLinWood,RETWEET,1
18788,lingshimo,realDonaldTrump,RETWEET,1
18789,linklee1,IWV,RETWEET,1
18790,lisa_kinka,stillgray,RETWEET,1
18791,lisaakonzelman,EpochTimes,RETWEET,1
18792,littlebirdy2017,CodeMonkeyZ,RETWEET,1
18793,lissa77,EmeraldRobinson,RETWEET,1
18794,lisartate,CodeMonkeyZ,RETWEET,1
18795,lisartate,LLinWood,RETWEET,1
18796,lisarussell,realDonaldTrump,RETWEET,1
18797,lisatay27393827,DarnelSugarfoo,RETWEET,1
18798,lisavarn2020,RudyGiuliani,RETWEET,1
18799,lisavena1,jennycohn1,RETWEET,1
18800,lisbet56176542,PartidoPSUV,RETWEET,1
18801,lisbethmarina,OrbitaEduardo,RETWEET,1
18802,liscurvelo,realDonaldTrump,RETWEET,1
18803,lisette225,jaketapper,RETWEET,1
18804,lisiqi1990,HaoJiao2018,RETWEET,1
18805,lissachar,ChanelRion,RETWEET,1
18806,lisareiss,litecoin_bull,RETWEET,1
18807,lissachar,CodeMonkeyZ,RETWEET,1
18808,lissettart,POTUS_Trump_ESP,RETWEET,1
18809,listonwells,RonColeman,RETWEET,1
18810,ronfeliz,DUANEALLEN,RETWEET,1
18811,listroli,iheartmindy,RETWEET,1
18812,liszewsk,EmeraldRobinson,RETWEET,1
18813,liszewsk,Rothbard1776,RETWEET,1
18814,litcampymatt,bluestein,RETWEET,1
18815,litchfield_ann,charliekirk11,RETWEET,1
18816,liteseeker,CodeMonkeyZ,RETWEET,1
18817,little_birdyflu,realDonaldTrump,RETWEET,1
18818,lisaroselee,JohnBasham,RETWEET,1
18819,lisareiss,LouDobbs,RETWEET,1
18820,lisaakonzelman,paulsperry_,RETWEET,1
18821,lisajmom,realDonaldTrump,RETWEET,1
18822,lisaall2012,CassyWearsHeels,RETWEET,1
18823,lisaannwersing1,InfidelAngela,RETWEET,1
18824,lisaannwersing1,hrtablaze,RETWEET,1
18825,lisachriserhard,LLinWood,RETWEET,1
18826,lisaf15021,CodeMonkeyZ,RETWEET,1
18827,ronlabarre,PolitiFact,RETWEET,1
18828,lisafhobbs,realDonaldTrump,RETWEET,1
18829,lisafisa09,ddale8,RETWEET,1
18830,lisafra48468660,rising_serpent,RETWEET,1
18831,lisaghlisa,catturd2,RETWEET,1
18832,lisajmbrown,SidneyPowell1,RETWEET,1
18833,lisajo39071202,realDonaldTrump,RETWEET,1
18834,lisardeguzman,EpochTimes,RETWEET,1
18835,ronfeliz,OANN,RETWEET,1
18836,lisalisa365,LLinWood,RETWEET,1
18837,lisalovestravel,EmeraldRobinson,RETWEET,1
18838,lisam02184,ChanelRion,RETWEET,1
18839,lisam02184,SchmittNYC,RETWEET,1
18840,lisam02184,michellemalkin,RETWEET,1
18841,lisamarie633,jennybethm,RETWEET,1
18842,lisamas73091104,LouDobbs,RETWEET,1
18843,lisamas73091104,realDonaldTrump,RETWEET,1
18844,lisamjudy,realDonaldTrump,RETWEET,1
18845,lisamoosie13,dochartdc,RETWEET,1
18846,romanrose,SidneyPowell1,RETWEET,1
18847,romanknightxi,LLinWood,RETWEET,1
18848,luzell_gimeke06,LLinWood,RETWEET,1
18849,maria40611576,gatewaypundit,RETWEET,1
18850,margo_thiebaud,JDRucker,RETWEET,1
18851,margo_thiebaud,LLinWood,RETWEET,1
18852,margo_thiebaud,catturd2,RETWEET,1
18853,margot__pi,jennycohn1,RETWEET,1
18854,margot__pi,patrickdmarley,RETWEET,1
18855,margotanako,naoyafujiwara,RETWEET,1
18856,margrazyna,LLinWood,RETWEET,1
18857,margrazyna,stillgray,RETWEET,1
18858,margweston,GreatGameIndia,RETWEET,1
18859,mari197337,charliekirk11,RETWEET,1
18860,mari197337,realDonaldTrump,RETWEET,1
18861,maria40611576,michellemalkin,RETWEET,1
18862,margiekm,gatewaypundit,RETWEET,1
18863,maria5GCarey,CodeMonkeyZ,RETWEET,1
18864,rodro02,PlaysTrumpCard,RETWEET,1
18865,rodriviconsul,AlfonsocaroVe,RETWEET,1
18866,mariaIpedraja,JamesNavaCom,RETWEET,1
18867,maria_psilis,EricBoehm87,RETWEET,1
18868,mariaca44609464,kawasoe0916,RETWEET,1
18869,mariacarol046,ElAmerican_,RETWEET,1
18870,mariace89429215,LLinWood,RETWEET,1
18871,mariace89429215,TX_WalkerRanger,RETWEET,1
18872,mariada81030561,Rumbo_Libertad,RETWEET,1
18873,mariadb1962,CodeMonkeyZ,RETWEET,1
18874,marglarson2105,elisa1121,RETWEET,1
18875,rodro02,realDonaldTrump,RETWEET,1
18876,mariadelaor,deanknudson,RETWEET,1
18877,margarethender,catturd2,RETWEET,1
18878,mardukofyourmom,CodeMonkeyZ,RETWEET,1
18879,rofujones,realDonaldTrump,RETWEET,1
18880,mardukofyourmom,realDonaldTrump,RETWEET,1
18881,mare21ve,realDonaldTrump,RETWEET,1
18882,marekmaria55,realDonaldTrump,RETWEET,1
18883,mares_bobby25,gatewaypundit,RETWEET,1
18884,maretegge,CodeMonkeyZ,RETWEET,1
18885,marewest,EmeraldRobinson,RETWEET,1
18886,margare02726836,revrrlewis,RETWEET,1
18887,margarethender,BPR_HODL,RETWEET,1
18888,margarethender,KelemenCari,RETWEET,1
18889,margaritave2016,HowleyReporter,RETWEET,1
18890,margiegardener,michellemalkin,RETWEET,1
18891,margaritave2016,RealSamFaddis,RETWEET,1
18892,margay77,ElectionsCan_E,RETWEET,1
18893,roemisch,RedWingGrips,RETWEET,1
18894,margeecotton1,real_defender,RETWEET,1
18895,margeen_willer,lamphieryeg,RETWEET,1
18896,margem21,sonia_riverogc,RETWEET,1
18897,marggis789,LouDobbs,RETWEET,1
18898,margieS16829338,Rothbard1776,RETWEET,1
18899,margie_cromwell,laralogan,RETWEET,1
18900,margiegardener,gatewaypundit,RETWEET,1
18901,margiegardener,kelliekelly23,RETWEET,1
18902,mariadelaor,OANN,RETWEET,1
18903,mariadeyanirad4,Ramnier,RETWEET,1
18904,marcymila50,Ramnier,RETWEET,1
18905,mariedangelo22,jennycohn1,RETWEET,1
18906,maribeldo,cocando,RETWEET,1
18907,maricucha2008,franco_vielma,RETWEET,1
18908,marie745640,jsolomonReports,QUOTE,1
18909,marie_cast,jennycohn1,RETWEET,1
18910,marie_doonan,CodeMonkeyZ,RETWEET,1
18911,marie_doonan,EmeraldRobinson,RETWEET,1
18912,marie_doonan,LLinWood,RETWEET,1
18913,marie_doonan,SchmittNYC,RETWEET,1
18914,marie_doonan,catturd2,RETWEET,1
18915,marie_mohler,realDonaldTrump,RETWEET,1
18916,mariech68063792,kylenabecker,RETWEET,1
18917,marieke0205,CodeMonkeyZ,RETWEET,1
18918,mariasstevens,realDonaldTrump,RETWEET,1
18919,marieke0205,JennSense,RETWEET,1
18920,marieke0205,PAHouseGOP,RETWEET,1
18921,mariekemph,kylenabecker,RETWEET,1
18922,rodrigodanidal,realDonaldTrump,RETWEET,1
18923,marielSiviglia,EpochTimes,RETWEET,1
18924,marielSiviglia,news_ntd,RETWEET,1
18925,mariespinner,EmeraldRobinson,RETWEET,1
18926,marietweetss,realDonaldTrump,RETWEET,1
18927,marievitten,LLinWood,RETWEET,1
18928,marija_m14,realDonaldTrump,RETWEET,1
18929,marildasantos3,EmeraldRobinson,RETWEET,1
18930,mariazorrozua,Clave__Exito,RETWEET,1
18931,mariasm98804986,revrrlewis,RETWEET,1
18932,mariaefs01,LLinWood,RETWEET,1
18933,marianapine,realDonaldTrump,RETWEET,1
18934,mariaerw14,TX_WalkerRanger,RETWEET,1
18935,mariaerw14,realDonaldTrump,RETWEET,1
18936,mariafe45445084,cocando,RETWEET,1
18937,mariagua7,jennybethm,RETWEET,1
18938,mariahstone99,MatteaMerta,RETWEET,1
18939,marialilb,realDonaldTrump,RETWEET,1
18940,marialtapina,CodeMonkeyZ,RETWEET,1
18941,mariama86467890,TX_WalkerRanger,RETWEET,1
18942,marian_willey,Millie__Weaver,RETWEET,1
18943,rodrigop13galo,realDonaldTrump,RETWEET,1
18944,marian_willey,gatewaypundit,RETWEET,1
18945,mariane21,LLinWood,RETWEET,1
18946,mariasa93940187,TrumpStudents,RETWEET,1
18947,marianellaurbi,ablem1136,RETWEET,1
18948,mariann01577685,realDonaldTrump,RETWEET,1
18949,mariann_benway,ChanelRion,RETWEET,1
18950,mariannewagih,SidneyPowell1,RETWEET,1
18951,marianturkin1,RudyGiuliani,RETWEET,1
18952,marianturkin1,SolomonYue,RETWEET,1
18953,mariaroherrera,Ramnier,RETWEET,1
18954,mariasa93940187,EmeraldRobinson,RETWEET,1
18955,rodrigohorus,MrAntonioSosa,RETWEET,1
18956,mariasa93940187,MAJMO50,RETWEET,1
18957,mariasa93940187,Pismo_B,RETWEET,1
18958,mardiwilson1,realDonaldTrump,RETWEET,1
18959,marcyj7,realDonaldTrump,RETWEET,1
18960,marilyn19492392,ddale8,RETWEET,1
18961,rogergray4,junogsp7,RETWEET,1
18962,manuel__mgs,omarbula,RETWEET,1
18963,manuelr12hotma3,CodeMonkeyZ,RETWEET,1
18964,manuelr12hotma3,LouDobbs,RETWEET,1
18965,manumalinos,realDonaldTrump,RETWEET,1
18966,manwithamop,AugustTakala,RETWEET,1
18967,many_oneof,a_ostation,QUOTE,1
18968,manymoremiles,AWeissmann_,RETWEET,1
18969,manzoni13,RepMattGaetz,RETWEET,1
18970,maolinglance,realDonaldTrump,RETWEET,1
18971,maomao113,realDonaldTrump,RETWEET,1
18972,maomao89670110,realDonaldTrump,RETWEET,1
18973,maomaomao_3630,LLinWood,RETWEET,1
18974,manuel02097971,Megavolts001,RETWEET,1
18975,maophent,TeamTrump,RETWEET,1
18976,maoshanjun_7,LouDobbs,RETWEET,1
18977,map24689030,JohnDoe1284495,RETWEET,1
18978,maparitz60,DarnelSugarfoo,RETWEET,1
18979,mapiele,charliekirk11,RETWEET,1
18980,mapiii1968,SidneyPowell1,RETWEET,1
18981,mapletransplant,CodeMonkeyZ,RETWEET,1
18982,mapletransplant,EmeraldRobinson,RETWEET,1
18983,mapletransplant,LLinWood,RETWEET,1
18984,maposka130,realDonaldTrump,RETWEET,1
18985,mapperl1,CRRJA5,RETWEET,1
18986,manuel23ve,GiuseppeNoc,RETWEET,1
18987,manucar1401,RudyGiuliani,RETWEET,1
18988,mar69144,Ramnier,RETWEET,1
18989,mannie_kendall,RudyGiuliani,RETWEET,1
18990,mangotree_books,MotherJones,RETWEET,1
18991,mangumMw,realDonaldTrump,RETWEET,1
18992,mangumites,LLinWood,RETWEET,1
18993,maniacalhellcat,JonesNed,RETWEET,1
18994,maniacalhellcat,KanekoaTheGreat,RETWEET,1
18995,rogernm1,realDonaldTrump,RETWEET,1
18996,maniseku,cr_anastazia,RETWEET,1
18997,manishhira5,realDonaldTrump,RETWEET,1
18998,manitalinda,Ramnier,RETWEET,1
18999,manlboy,realDonaldTrump,RETWEET,1
19000,mannabanana,LoudmouthLira,RETWEET,1
19001,manny21622755,ACTBrigitte,RETWEET,1
19002,manstanding531,RealSomethingS1,RETWEET,1
19003,manoaislander,LouDobbs,RETWEET,1
19004,manofs3x,Cernovich,RETWEET,1
19005,manofs3x,stillgray,RETWEET,1
19006,manoli25614763,realDonaldTrump,RETWEET,1
19007,manonatelier,MarilynRMarks1,RETWEET,1
19008,manpod80,SidneyPowell1,RETWEET,1
19009,manpod80,dochartdc,RETWEET,1
19010,manriquerod,realDonaldTrump,RETWEET,1
19011,mansakusem,yousayblah,RETWEET,1
19012,rogerkinkaid,TeamTrump,RETWEET,1
19013,manso_mia,realDonaldTrump,RETWEET,1
19014,maquisleader,murray_nyc,RETWEET,1
19015,mar_cat22,CodeMonkeyZ,RETWEET,1
19016,marcus_lieber,iheartmindy,RETWEET,1
19017,marclar,MarilynRMarks1,RETWEET,1
19018,marciallo261,humbertotweets,RETWEET,1
19019,marciamayo32,GenFlynn,RETWEET,1
19020,marciamillsART,EmeraldRobinson,RETWEET,1
19021,marcias1122,marklevinshow,RETWEET,1
19022,marcield11,TX_WalkerRanger,RETWEET,1
19023,marciesmusings,paulsperry_,RETWEET,1
19024,marcio37,gatewaypundit,RETWEET,1
19025,marciosf_Brasil,Conservadora191,RETWEET,1
19026,marcitaporto,realDonaldTrump,RETWEET,1
19027,marciwabbit,AWeissmann_,RETWEET,1
19028,roger99608653,charliekirk11,RETWEET,1
19029,marco08149132,CodeMonkeyZ,RETWEET,1
